"","respid","sample","int_date","fcall","attempt","refusal","lang","cregion","state","density","usr","scregion","sstate","sdensity","susr","llitext0","llitext","qintro2","phase","qs1","qa1","q1c1","qc1a","qb2","qb3","qb4","qb5","qa6","qa8","qa9a","qa9b","qa9c","qa9d","qa9e","qa9f","qa9g","q11a","q11b","q11c_b","q11e_b","q11h_b","q11i_b","q11j_b","q11at","q11bt","qb12"
"67",85,"Landline",140124,140123,1,"No","English","West","Alaska","2","U  ","West","Alaska","2","U  ",NA,"Youngest Female","Youngest Female",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"Small town","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Not too important","Not too important","Not too important","Not too important","Not too important","Important","Important","Mostly unfavorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"68",86,"Landline",140124,140123,1,"No","English","West","Washington","3","U  ","West","Washington","3","U  ",NA,"Youngest Female","Youngest Female",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"Rural area","A community where houses are larger/farther apart, but schools/stores are several miles away","Not too important","Not too important","Not too important","Not too important","Not too important","Important","Important","(VOL) Refused","(VOL) Refused",NA,NA,NA,NA,NA,NA,NA,NA
"69",90,"Landline",140124,140124,2,"No","English","South","Florida","4","S  ","South","Florida","4","S  ",NA,"Youngest Female","Youngest Female",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"Suburban area","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Important","Important","Important","Not too important","Important","Not too important","Important","Very unfavorable","Very favorable",NA,NA,NA,NA,NA,NA,NA,NA
"70",92,"Landline",140124,140124,2,"No","English","Northeast","Pennsylvania","Highest","U  ","Northeast","Pennsylvania","Highest","U  ",NA,"Youngest Male","Youngest Male",1,NA,"Not too happy",NA,NA,NA,NA,NA,NA,"Suburban area","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Not too important","Important","Not too important","Not too important","Important","Important","Important","Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"71",93,"Landline",140124,140124,3,"No","English","South","Florida","2","S  ","South","Florida","2","S  ",NA,"Youngest Female","Youngest Female",1,NA,"Very happy",NA,NA,NA,NA,NA,NA,"Suburban area","A community where houses are larger/farther apart, but schools/stores are several miles away","Not too important","Important","Important","Not too important","Important","Not too important","Important","Mostly unfavorable","Very favorable",NA,NA,NA,NA,NA,NA,NA,NA
"72",96,"Landline",140124,140124,1,"No","English","Northeast","New York","Highest","U  ","Northeast","New York","Highest","U  ",NA,"Youngest Male","Youngest Male",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"City","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Important","Important","Important","Not too important","Important","Not too important","Not too important","Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"73",97,"Landline",140124,140124,1,"No","English","South","North Carolina","4","S  ","South","North Carolina","4","S  ",NA,"Youngest Female","Youngest Female",1,NA,"Very happy",NA,NA,NA,NA,NA,NA,"Suburban area","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Not too important","Important","Important","Not too important","Important","Not too important","Not too important","Very unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"74",99,"Landline",140124,140124,1,"No","English","Midwest","Michigan","Highest","S  ","Midwest","Michigan","Highest","S  ",NA,"Youngest Female","Youngest Female",1,NA,"Very happy",NA,NA,NA,NA,NA,NA,"Suburban area","A community where houses are larger/farther apart, but schools/stores are several miles away","Important","Important","Not too important","Important","Important","Not too important","Important","Very favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"75",100,"Landline",140124,140124,1,"No","English","South","Florida","2","U  ","South","Florida","4","U  ",NA,"Youngest Male","Youngest Male",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"City","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Not too important","Important","Important","Not too important","Not too important","Not too important","Important","Very unfavorable","Very favorable",NA,NA,NA,NA,NA,NA,NA,NA
"76",101,"Landline",140124,140124,1,"No","English","South","Florida","Highest","S  ","South","Florida","Highest","S  ",NA,"Youngest Female","Youngest Female",1,NA,"Not too happy",NA,NA,NA,NA,NA,NA,"Small town","A community where houses are larger/farther apart, but schools/stores are several miles away","Not too important","Not too important","Not too important","Important","Important","Not too important","Important","Very unfavorable","Very unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"77",103,"Landline",140124,140124,1,"No","English","South","North Carolina","2","S  ","South","North Carolina","2","S  ",NA,"Youngest Male","Youngest Male",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"Rural area","A community where houses are larger/farther apart, but schools/stores are several miles away","Not too important","Important","Not too important","Important","Not too important","Not too important","Important","Mostly unfavorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"78",104,"Landline",140124,140124,3,"No","English","South","Georgia","4","S  ","South","Georgia","Lowest","S  ",NA,"Youngest Male","Youngest Male",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"Suburban area","A community where houses are larger/farther apart, but schools/stores are several miles away","Important","Not too important","Not too important","Not too important","Important","Important","Important","Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"79",105,"Landline",140124,140124,1,"No","English","Midwest","Michigan","3","S  ","Midwest","Michigan","3","S  ",NA,"Youngest Female","Youngest Female",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"City","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Important","Important","Not too important","Important","Not too important","Not too important","Important","Very favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"80",106,"Landline",140124,140124,1,"No","English","Northeast","Pennsylvania","3","S  ","Northeast","Pennsylvania","3","S  ",NA,"Youngest Male","Youngest Male",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"Rural area","A community where houses are larger/farther apart, but schools/stores are several miles away","Not too important","Important","Not too important","Not too important","Not too important","Not too important","Important","Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"81",107,"Landline",140124,140124,1,"No","English","Northeast","New Jersey","2","S  ","Northeast","Massachusetts","4","S  ",NA,"Youngest Male","Youngest Male",1,NA,"Very happy",NA,NA,NA,NA,NA,NA,"Small town","A community where houses are larger/farther apart, but schools/stores are several miles away","Not too important","Not too important","Not too important","Not too important","Important","Important","Important","Mostly unfavorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"82",109,"Landline",140124,140124,1,"No","English","South","Virginia","Highest","S  ","South","Virginia","3","S  ",NA,"Youngest Female","Youngest Female",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"Suburban area","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Important","Important","Important","Not too important","Not too important","Important","Important","Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"83",110,"Landline",140124,140124,1,"No","English","Northeast","New Jersey","4","S  ","Northeast","New Jersey","4","S  ",NA,"Youngest Female","Youngest Female",1,NA,"Very happy",NA,NA,NA,NA,NA,NA,"City","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Important","Important","Important","Not too important","Important","Important","Not too important","Very unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"84",111,"Landline",140124,140124,3,"No","English","Northeast","Connecticut","4","U  ","Northeast","Connecticut","4","U  ",NA,"Youngest Female","Youngest Female",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"Small town","A community where houses are larger/farther apart, but schools/stores are several miles away","Important","Important","Important","Important","Important","Important","Important","Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"85",114,"Landline",140124,140124,1,"No","English","South","West Virginia","2","S  ","South","West Virginia","2","S  ",NA,"Youngest Female","Youngest Female",1,NA,"Very happy",NA,NA,NA,NA,NA,NA,"Small town","A community where houses are larger/farther apart, but schools/stores are several miles away","Not too important","Not too important","Not too important","Not too important","Not too important","Not too important","Not too important","Mostly unfavorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"86",115,"Landline",140124,140124,1,"No","English","Midwest","Ohio","2","R  ","Midwest","Ohio","2","R  ",NA,"Youngest Female","Youngest Female",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"Small town","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Not too important","Not too important","Not too important","Important","Important","Important","Important","Mostly favorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"87",116,"Landline",140129,140124,4,"No","English","Midwest","Ohio","Highest","S  ","Midwest","Ohio","Highest","S  ",NA,"Youngest Male","Youngest Male",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"Suburban area","A community where houses are larger/farther apart, but schools/stores are several miles away","Not too important","Important","Important","Not too important","Important","Important","Important","Very unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"88",119,"Landline",140124,140124,1,"No","English","South","Tennessee","3","S  ","South","Tennessee","3","S  ",NA,"Youngest Female","Youngest Female",1,NA,"Very happy",NA,NA,NA,NA,NA,NA,"Suburban area","A community where houses are larger/farther apart, but schools/stores are several miles away","Not too important","Not too important","Not too important","Not too important","Not too important","Important","Important","Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"89",120,"Landline",140124,140124,1,"No","English","Northeast","New Jersey","Highest","U  ","Northeast","New Jersey","Highest","U  ",NA,"Youngest Male","Youngest Male",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"Small town","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Important","Important","Important","Not too important","Important","Not too important","Important","Very unfavorable","Very favorable",NA,NA,NA,NA,NA,NA,NA,NA
"90",122,"Landline",140124,140124,1,"No","English","South","South Carolina","2","S  ","South","South Carolina","2","S  ",NA,"Youngest Female","Youngest Female",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"Rural area","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Not too important","Important","Important","Not too important","Not too important","Important","Important","Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"91",124,"Landline",140124,140124,1,"No","English","South","Maryland","4","S  ","South","Maryland","4","S  ",NA,"Youngest Female","Youngest Female",1,NA,"Very happy",NA,NA,NA,NA,NA,NA,"Suburban area","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Not too important","Not too important","Not too important","Not too important","Important","Not too important","Important","Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"92",125,"Landline",140125,140124,2,"No","English","Midwest","Indiana","3","U  ","Midwest","Indiana","3","U  ",NA,"Youngest Female","Youngest Female",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"City","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Not too important","Important","Important","Not too important","Important","Not too important","Important","Very unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"93",126,"Landline",140124,140124,1,"No","English","South","Florida","Highest","U  ","South","Florida","Highest","U  ",NA,"Youngest Male","Youngest Male",1,NA,"Very happy",NA,NA,NA,NA,NA,NA,"(VOL) Don't know/Refused","A community where houses are larger/farther apart, but schools/stores are several miles away","Not too important","Important","Important","Not too important","Important","Important","Not too important","Very unfavorable","Very favorable",NA,NA,NA,NA,NA,NA,NA,NA
